d	Charles Tag	Categories	Adrien Tag	
Bell Media assumes no responsibility whatsoever for any charges you or any user of your account incurs when making purchases or other transactions in this manner.	acceptable_consent	acceptable_consent	acceptable_consent	
By registering for a Pay Service, you warrant that: (a) you are of the age of majority in the jurisdiction in which you reside, (b) all information you submit is true and correct (including without limitation all credit card information), and (c) you are the cardholder of the credit card you designated for your Pay Service Account.	personnal_information	personnal information	personnal_information	
The Aeroplan eStore (the "Site" or "Aeroplan eStore") is owned and operated by Aeroplan Inc.	acceptable_consent	acceptable_consent	acceptable_consent	
Your continued use of the Service after the price change becomes effective constitutes your agreement to pay the changed amount.	acceptable_consent	acceptable_consent	acceptable_consent	
Any suspected fraudulent, abusive or illegal activity that may be grounds for termination of your use of the Service, may be referred to appropriate law enforcement authorities.	acceptable_consent	acceptable_consent	acceptable_consent	
If at any time we choose, in our sole discretion, to monitor such content, we assume no responsibility for such content, have no obligation to modify or remove any such content (including User Submissions and Third Party Content), and assume no responsibility for the conduct of others submitting any such content (including User Submissions and Third Party Content).	acceptable_consent	acceptable_consent	acceptable_consent	
However, this data in an aggregate form without any personal information may be provided to other parties for marketing, advertising, or other uses.	sharing_data	sharing data	sharing_data	
) to download pieces of those files from you.	acceptable_consent	acceptable_consent	acceptable_consent	
As such, when you use our Sites, Services or Software, your personal information may be transferred to the United States of America and other countries for processing.	data_management	data management	data_management	
is a company headquartered in the United States of America.	acceptable_consent	acceptable_consent	acceptable_consent	
Contact Us" at the end of this privacy policy.	acceptable_consent	acceptable_consent	acceptable_consent	
This information includes your Internet Protocol address, browser type, browser language, the date and time of your query and one or more cookies that may uniquely identify your browser.	non_personnal_information	non personnal information	non_personnal_information	
It may also include your device type and data from sensors in your device like the accelerometer.	acceptable_consent	acceptable_consent	acceptable_consent	
In Canada, the applicable law regarding insurance policies are the laws of Canada and the laws of the province where the policy has been issued.	acceptable_consent	acceptable_consent	acceptable_consent	
The arbitrator will decide the substance of all claims in accordance with applicable law, including recognized principles of equity, and will honor all claims of privilege recognized by law.	acceptable_consent	acceptable_consent	acceptable_consent	
Tip: Book for 7 days or more to unlock discounts.	acceptable_consent	acceptable_consent	acceptable_consent	
Square is a payment facilitator that allows you to accept Cards from customers for the payment for goods and services.	acceptable_consent	acceptable_consent	acceptable_consent	
You may process refunds or returns through Square within 120 days of the transaction date.	acceptable_consent	acceptable_consent	acceptable_consent	
These are the most common types of domestically issued cards and their processing methods.	acceptable_consent	acceptable_consent	acceptable_consent	
If that is the case, we will notify you of such requirement.	acceptable_consent	acceptable_consent	acceptable_consent	
Square offers payment terminals for purchase.	acceptable_consent	acceptable_consent	acceptable_consent	
Square complies with the Code of Conduct for the Credit and Debit Card Industry in Canada.	acceptable_consent	acceptable_consent	acceptable_consent	
All Fees are charged at the time we process a transaction and are deducted first from the transferred or collected funds and thereafter from the Balance (as defined in Section 15) in your Square Account.	acceptable_consent	acceptable_consent	acceptable_consent	
Information on purchasing Square payment terminals can be found here.	acceptable_consent	acceptable_consent	acceptable_consent	
Square may request additional information from you at any time.	acceptable_consent	acceptable_consent	acceptable_consent	
If you link a debit or credit card to your account, you authorize us to collect Paid Service Fees by debit from your linked debit card or charge to your linked credit card.	levy_automatic	levy automatic	levy_automatic	
You may cancel a Subscription Service at any time from your Square Account settings	acceptable_consent	acceptable_consent	acceptable_consent	
These third parties may use cookies, web beacons, and other technologies to collect information, such as your IP address, identifiers associated with your device, other applications on your device, the browsers you use to access our Services, webpages viewed, time spent on webpages, links clicked, and conversion information (e.g., transactions entered into).	non_personnal_information	non personnal information	non_personnal_information	
We grant you a limited, non-exclusive, revocable, non-transferable, non-sublicensable license to use the software that is part of the Services, as authorized in these General Terms.	content_licence	content Licence	content_licence	
This information may be used by Square and third-party service providers on behalf of Square to analyze and track usage of our Services, determine the popularity of certain content, deliver advertising and content targeted to your interests, and better understand how you use our Services.	sharing_data	sharing data	sharing_data	
We collect information about how you use our Services, including your access time, browser type and language, and Internet Protocol (“IP”) address.	non_personnal_information	non personnal information	non_personnal_information	
We collect information you provide when you participate in contests or promotions offered by Square or our partners, respond to our surveys or otherwise communicate with us.	personnal_information	personnal information	personnal_information	
We collect specific information about your device when you access our Services, including your hardware model, operating system and version, unique device identifier, mobile network information, and information about the device’s interaction with our Services.	non_personnal_information	non personnal information	non_personnal_information	
When you use our Services to make, accept, request or record payments, we collect information about when and where the transactions occur, the names of the transacting parties, a description of the transactions, the payment amounts, billing and shipping information, and the devices and payment methods used to complete the transactions.	personnal_information	personnal information	personnal_information	
Accordingly, a broad range of information (including information about you) may be uploaded to or sent through our Services.	personnal_information	personnal information	personnal_information	
Through our applications, we collect information about the location of your device.	non_personnal_information	non personnal information	non_personnal_information	
Identification information, such as your name, email address, mailing address, phone number, photograph, birthdate, passport, driver’s license, Social Insurance or other government-issued identification number;	personnal_information	personnal information	personnal_information	
Financial information, including bank account and payment card numbers;	personnal_information	personnal information	personnal_information	
To verify your identity (e.g., some of the government-issued identification numbers we collect are used for this purpose);	personnal_information	personnal information	personnal_information	
We may, and we may use third-party service providers to, process and store your information in the United States, Japan and other countries.	data_management	data management	data_management	
With third parties to provide, maintain, and improve our Services, including service providers who access information about you to perform services on our behalf (e.g., fraud prevention, identity verification, and fee collection services), as well as financial institutions, payment networks, payment card associations, and other entities in connection with the payment process;	sharing_data	sharing data	sharing_data	
With third parties that run advertising campaigns, contests, special offers, or other events or activities in connection with our Services;	sharing_data	sharing data	sharing_data	
Other historical, contact, and demographic information.	non_personnal_information	non personnal information	non_personnal_information	
In connection with, or during the negotiation of, any merger, sale of company stock or assets, financing, acquisition, divestiture, or dissolution of all or a portion of our business;	sharing_data	sharing data	sharing_data	
We may share information about you as follows:	sharing_data	sharing data	sharing_data	
If we believe that disclosure is reasonably necessary (i) to comply with any applicable law, regulation, legal process, or governmental request (e.g., from tax authorities), (ii) to enforce or comply with our General Terms or other applicable agreements or policies, (iii) to protect our rights or property, or the security or integrity of our Services, or (iv) to protect us, users of our Services or the public from harm or potentially prohibited or illegal activities; and	acceptable_consent	acceptable_consent	acceptable_consent	
They do not represent all the possible fees and variations that are charged to merchants.	acceptable_consent	acceptable_consent	acceptable_consent	
, beer, wine), (25) cigarettes or tobacco, (26) occult materials, (27) hate or harmful products, (28) escort services, (29) bankruptcy lawyers or collection agencies engaged in the collection of debt, (30) hard alcohol or liquor, or (31) travel agency services.	acceptable_consent	acceptable_consent	acceptable_consent	
In order to provide certain mobile applications, we may require location information, so if you do not consent to collection of this information, then you cannot use our corresponding Services.	non_personnal_information	non personnal information	non_personnal_information	
This name will appear on the credit or debit card statements of your customers for all payments you accept using the Payment Services.	acceptable_consent	acceptable_consent	acceptable_consent	
For clarity, you agree that Square Canada may setoff amounts owed against funds held or processed by Square, Inc.	acceptable_consent	acceptable_consent	acceptable_consent	
If the error results in your receipt of more funds than you were entitled, Square will debit the extra funds from your Square Account or your linked bank account.	levy_automatic	levy automatic	levy_automatic	
Square will automatically initiate a payout of Proceeds to your valid, linked Canadian bank account at the end of the business day.	acceptable_consent	acceptable_consent	acceptable_consent	
the reduction of the applicable interchange fees.	acceptable_consent	acceptable_consent	acceptable_consent	
You must notify us of any errors in payments made to you within sixty (60) days of the error first appearing on your electronic transaction history.	acceptable_consent	acceptable_consent	acceptable_consent	
The confirmation will serve as your receipt.	acceptable_consent	acceptable_consent	acceptable_consent	
All Balances and all Fees, charges, and payments collected or paid through the Payment Services are denominated in Canadian dollars, unless otherwise specified.	acceptable_consent	acceptable_consent	acceptable_consent	
We are not a financial institution as defined in the Bank Act (Canada) and do not offer banking services as defined by the United States Department of Treasury.	acceptable_consent	acceptable_consent	acceptable_consent	
If your refund policy prohibits returns or is unsatisfactory to the customer, you may still receive a Chargeback relating to such sales.	acceptable_consent	acceptable_consent	acceptable_consent	
Square may also ask for permission to inspect your business location.	non_personnal_information	non personnal information	non_personnal_information	
You must make a written receipt available to your customers for any transaction greater than $15.	acceptable_consent	acceptable_consent	acceptable_consent	
You will execute any additional documentation required for us to perfect our security interest in any funds in the Reserve.	acceptable_consent	acceptable_consent	acceptable_consent	
You can process a refund through your Square Account up to one hundred twenty (120) days from the day you accepted the payment.	acceptable_consent	acceptable_consent	acceptable_consent	
We will request necessary information from you to contest the Chargeback.	acceptable_consent	acceptable_consent	acceptable_consent	
In addition to Section 15 of the General Terms, you will indemnify, defend, and hold us and our processors (and our respective employees, directors, agents, affiliates and representatives) harmless from and against any and all claims, costs, losses, damages, judgments, Tax assessments, penalties, interest, and expenses (including reasonable legal fees) arising out of any claim, action, audit, investigation, inquiry, or other proceeding instituted by a person or entity that arises out of or relates to any transaction submitted by you through the Payment Services (including the accuracy of any content or product, service, or transaction information that you provide or any claim or dispute arising out of products or services offered or sold by you).	acceptable_consent	acceptable_consent	acceptable_consent	
You will assist us when requested, at your expense, to investigate any of your transactions processed through the Payment Services.	acceptable_consent	acceptable_consent	acceptable_consent	
The Fees are also refunded by Square, so the full purchase amount is always returned to your customer.	acceptable_consent	acceptable_consent	acceptable_consent	
For the avoidance of doubt, Square Canada processes all debit transactions on the Interac Network, and Square, Inc.	acceptable_consent	acceptable_consent	acceptable_consent	
Any funds that we are holding in custody for you at the time of closure, less any applicable Fees, will be paid out according to your payout schedule, subject to the other conditions in these Payment Terms.	acceptable_consent	acceptable_consent	acceptable_consent	
If you are later determined to be entitled to some or all of the funds, we will release those funds to you.	acceptable_consent	acceptable_consent	acceptable_consent	
Privacy NoticeTerms of ServiceGovernment	acceptable_consent	acceptable_consent	acceptable_consent	
You must be at least 13 years of age to access or use our Services.	acceptable_consent	acceptable_consent	acceptable_consent	
Except for small claims disputes in which you or FaceApp seek to bring an individual action in small claims court located in the county of your billing address or disputes in which you or FaceApp seeks injunctive or other equitable relief for the alleged unlawful use of intellectual property, you and FaceApp waive your rights to a jury trial and to have any dispute arising out of or related to these Terms or our Services resolved in court.	acceptable_consent	acceptable_consent	acceptable_consent	
You represent and warrant that: (i) you own the User Content modified by you on or through the Services or otherwise have the right to grant the rights and licenses set forth in these Terms; (ii) you agree to pay for all royalties, fees, and any other monies owed by reason of User Content you stylize on or through the Services; and (iii) you have the legal right and capacity to enter into these Terms in your jurisdiction.	content_licence	content Licence	content_licence	
All orders for Goods placed by Buyer constitute an offer and are subject to acceptance by Seller.	acceptable_consent	acceptable_consent	acceptable_consent	
Any claim by Buyer must incorporate all relevant details and information, and Buyer shall provide Seller or its agents with reasonable access to inspect the Goods.	acceptable_consent	acceptable_consent	acceptable_consent	
Risk of damage to or loss of the Goods and title shall pass to Buyer upon Seller's delivery to the carrier.	acceptable_consent	acceptable_consent	acceptable_consent	
Seller shall not be liable for any damages for any failure or delay in delivery of Goods howsoever caused.	acceptable_consent	acceptable_consent	acceptable_consent	
No deductions will be taken against charges by Seller for the Goods for any reason unless approved in writing by Seller.	acceptable_consent	acceptable_consent	acceptable_consent	
Strict compliance with this provision and all laws of the territory pertaining to the importation, distribution, sales, promotion and marketing of the Goods is a material consideration for Seller entering into this Agreement with Buyer and continuing this Agreement for its term.	acceptable_consent	acceptable_consent	acceptable_consent	
All notices under this Agreement shall be in writing and be delivered personally, mailed via first class certified or registered mail, or sent by a nationally recognized express courier service to the addresses set forth in the quote.	acceptable_consent	acceptable_consent	acceptable_consent	
Failure of Seller to fulfill or perform its obligations under the Agreement shall be excused by any cause beyond Seller's control, including, but not limited to: fire, flood, strike, insurrection, war, terrorism, inability to obtain raw materials, or delays in transit or delivery.	acceptable_consent	acceptable_consent	acceptable_consent	
The price of the Goods shall be Seller's quoted price and shall be in Canadian dollars.	acceptable_consent	acceptable_consent	acceptable_consent	
Available payment methods will be presented at the time of purchase.	acceptable_consent	acceptable_consent	acceptable_consent	
the Goods purchased are of the size, design, capacity and manufacture selected by Buyer, and Buyer has relied solely on its own judgment in selecting the Goods.	acceptable_consent	acceptable_consent	acceptable_consent	
Buyer shall be responsible for all credit card costs associated with making payment to Seller and any currency exchange fees.	acceptable_consent	acceptable_consent	acceptable_consent	
Offloading, handling, and placement of the Goods and crane services are the responsibility of Buyer.	acceptable_consent	acceptable_consent	acceptable_consent	
sell the Goods after notifying Buyer in writing of its intention to do so and claim the greater of the difference between the selling price of the Goods and the invoiced price, plus liquidated damages of fifteen percent (15%) of the invoice price of the Goods.	acceptable_consent	acceptable_consent	acceptable_consent	
Buyer shall inspect the Goods upon delivery, before offloading, for damage, defects, and shortage.	acceptable_consent	acceptable_consent	acceptable_consent	
Seller may, at its sole discretion, agree to accept Goods for return and provide credit where Goods are in new and saleable condition and presented with a copy of the original invoice.	acceptable_consent	acceptable_consent	acceptable_consent	
Any dates quoted for delivery of the Goods are approximate only.	acceptable_consent	acceptable_consent	acceptable_consent	
By providing your email address you agree to receive Cummins Inc's exclusive offers, updates and promotions regarding Cummins Inc.	personnal_information	personnal information	personnal_information	
Details are available from Europcar Reservation Office.	acceptable_consent	acceptable_consent	acceptable_consent	
Download the Europcar mobile app for iPhone, iPad and Android now!	acceptable_consent	acceptable_consent	acceptable_consent	
American Express, Diners Club, Euro Card, JCB, Master Card, Visa.	acceptable_consent	acceptable_consent	acceptable_consent	
The Subscription Term will end on the expiration date and cannot be canceled before its expiration.	enrollment	enrollment	enrollment	
Written notice of non-renewal must be sent no more than ninety (90) days but no less than thirty (30) days in advance of the end of the Subscription Term.	enrollment	enrollment	enrollment	
Unless you cancel prior to the 14th day from the day you place your order, you will automatically be charged the full purchase price (US$107.99) on the 14th day and you will be enrolled in our auto-recurring shipment plan (“Subscription Plan”).	financial_penalties	financial penalties	financial_penalties	
By proceeding with your purchase, you acknowledge and agree that Vital Alpha Supplements will not obtain additional authorization from you for each future installment of the US$107.99 auto-shipment program and US$4.99 Skin and Grooming eBook subscription that will be charged to the credit card you provided initially.	financial_penalties	financial penalties	financial_penalties	
To register for a Paid Subscription, must be 18 or older, or be 13 or older and have parent or guardian consent.	acceptable_consent	acceptable_consent	acceptable_consent	
By providing such details you agree that we may automatically begin charging you for the Paid Subscription on the first day following the end of the Trial on a recurring monthly basis or another interval that we disclose to you in advance.	levy_automatic	levy automatic	levy_automatic	
For Paid Subscriptions, you must be age of majority in your province or territory of residence, or 13 or older with parent or guardian consent.	acceptable_consent	acceptable_consent	acceptable_consent	
The cancellation will take effect the day after the last day of the current subscription period, and you will be downgraded to the Free Service.	acceptable_consent	acceptable_consent	acceptable_consent	
If you purchase a Paid Subscription with no Trial, you authorize Spotify to charge you automatically each month until you cancel.	levy_automatic	levy automatic	levy_automatic	
You may cancel your Goodfood Account or your Subscription at any time by contacting our Member Happiness Team either via our live chat, by email (chef@makegoodfood.ca) or by phone at 1-855-515-5191 (Mon-Fri 8AM-8PM, Sat-Sun 9AM-5PM).	enrollment	enrollment	enrollment	
Information you provide when you subscribe to email newsletters such as name, email address, job title;	personnal_information	personnal information	personnal_information	
You also agree that you will not use these products for any purposes prohibited by United States law, including, without limitation, the development, design, manufacture, or production of nuclear, missile, or chemical or biological weapons.	redflag	red-flag	redflag	
However, this restriction will not apply in the event of the occurrence (certified by the United States Centers for Disease Control or successor body) of a widespread viral infection transmitted via bites or contact with bodily fluids that causes human corpses to reanimate and seek to consume living human flesh, blood, brain or nerve tissue and is likely to result in the fall of organized civilization.	redflag	red-flag	redflag	
the recipient agreed to assign their first born child to us for the duration of eternity	redflag	red-flag	redflag	
1000 hours of community service, including, but not limited to, cleaning toilets at festivals, scraping chewing gum off the streets and manually relieving sewer blockages	redflag	red-flag	redflag	
By placing an order via this Web site on the first day of the fourth month of the year 2010 Anno Domini, you agree to grant Us a non transferable option to claim, for now and for ever more, your immortal soul.	redflag	red-flag	redflag	
Should We wish to exercise this option, you agree to surrender your immortal soul, and any claim you may have on it, within 5 (five) working days of receiving written notification from gamesation.co.uk or one of its duly authorised minions.	redflag	red-flag	redflag	
We reserve the right to serve such notice in 6 (six) foot high letters of fire, however we can accept no liability for any loss or damage caused by such an act.	redflag	red-flag	redflag	
If you a) do not believe you have an immortal soul, b) have already given it to another party, or c) do not wish to grant Us such a license, please click the link below to nullify this sub-clause and proceed with your transaction.	redflag	red-flag	redflag	
The user may be required, at Purple’s discretion, to carry out 1,000 hours of community service.	redflag	red-flag	redflag	
Wyze is based in the United States and we process and store information in the U.S. and other countries.	data_management	data management	data_management	
With vendors and service providers that perform services for us or you, including analytics providers, cloud infrastructure providers, payments service providers, logistics providers that ship products to you, and customer support service providers;	sharing_data	sharing data	sharing_data	
We share information about you as follows or as otherwise described in this Privacy Statement:	sharing_data	sharing data	sharing_data	
In connection with, or during negotiations of, any merger, sale of company assets, financing or acquisition of all or a portion of our business by another company;	sharing_data	sharing data	sharing_data	
Because most of our services are free, we also use some information about you to try and show you ads you’ll find interesting.	sharing_data	sharing data	sharing_data	
Learn more about how we select and personalize ads, and your choices over the data we use to select ads and other sponsored content for you in the Facebook Settings and Instagram Settings.	sharing_data	sharing data	sharing_data	
They use cookies and similar technologies, to gather information about your browser's or device's visits and usage patterns on our Services and on other websites over time, which helps to better personalize ads to match your interests, and to measure the effectiveness of ad campaigns.	sharing_data	sharing data	sharing_data	
information about your hardware and software, such as the hardware model, operating system version, device memory, advertising identifiers, unique application identifiers, apps installed, unique device identifiers, browser type, language, battery level, and time zone;	non_personnal_information	non personnal information	non_personnal_information	
Like most online services and mobile applications, we may use cookies and other technologies, such as web beacons, web storage, and unique advertising identifiers, to collect information about your activity, browser, and device.	sharing_data	sharing data	sharing_data	
By participating in a Promotion, you are agreeing to the official rules that govern that Promotion, which may contain specific requirements of you, including, except where prohibited by law, allowing the sponsor(s) of the Promotion to use your name, voice, likeness, or other indicia of persona in advertising or marketing associated with the Promotion.	content_licence	content Licence	content_licence	
Our service providers may collect certain information about your visits to and activity on the Service as well as other websites or services, they may set and access their own tracking technologies on your device (including cookies and web beacons), and may use that information to show you targeted advertisements.	sharing_data	sharing data	sharing_data	
We use information collected through the Service to provide and improve the Service, process your requests, prevent fraud, provide you with information and advertising that may interest you, comply with the law, and as otherwise permitted with your consent.	sharing_data	sharing data	sharing_data	
If the parties are unable to agree on a location, AAA will determine the location.	acceptable_consent	acceptable_consent	acceptable_consent	
For example, if you connect with Facebook, we store your Facebook id, first name, last name, email, location, friends list and profile picture and use them to connect with your Facebook account to provide certain functionality on the Services, like recommending events that your Facebook friends are interested in and sharing the events you are interested in, or attending, with certain groups of people like your Facebook friends.	personnal_information	personnal information	personnal_information	
For example, a driver may message or call a rider to confirm a pickup location, a rider may contact a driver to retrieve a lost item, or a restaurant or delivery partner may call a delivery recipient with information about their order.	acceptable_consent	acceptable_consent	acceptable_consent	
For drivers and delivery partners, we may share data with the rider(s), delivery recipient(s), and restaurant partner(s), including name and photo; vehicle make, model, color, license plate, and vehicle photo; location (before and during trip); average rating provided by users; total number of trips; length of use of the Uber app; contact information (depending upon applicable laws); and driver or delivery partner profile, including compliments and other feedback submitted by past users.	sharing_data	sharing data	sharing_data	
When you use voice services, we process your voice input and other information (such as location) in the cloud to respond to your requests and to improve your experience and our services.	non_personnal_information	non personnal information	non_personnal_information	
Location information, including location information provided by a mobile or other device interacting with one of our sites or applications (including through beacon technologies), or associated with your IP address, where we are permitted by law to process this information.	non_personnal_information	non personnal information	non_personnal_information	
We also collect information that your computer or mobile device provides to us in connection with your use of the Quora Platform such as your browser type, type of computer or mobile device, browser language, IP address, mobile carrier, unique device identifier, location, and requested and referring URLs.	non_personnal_information	non personnal information	non_personnal_information	
Any AAA arbitration hearing shall be held in the county in which you reside or at another mutually agreed location.	acceptable_consent	acceptable_consent	acceptable_consent	
The data does not include sensitive personal information but can include email addresses, name, computer IP address and location	personnal_information	personnal information	personnal_information	
You may choose to have the arbitration conducted by telephone, based on written submissions, or in person in the county where you live or at another mutually agreed location.	acceptable_consent	acceptable_consent	acceptable_consent	
When you use our mobile app, we also collect information about the precise location of your mobile device in accordance with the permission process established by your mobile device.	non_personnal_information	non personnal information	non_personnal_information	
Scribd may use your Personal Information and other information about you to create anonymized and aggregated information, such as de-identified demographic information, de-identified location information, information about the computer or device from which you access the Scribd Website or other online services, or other analyses we create	personnal_information	personnal information	personnal_information	
All Personal Information sent or collected via or by Scribd may be stored anywhere in the world, including but not limited to, in the United States, in the cloud, our servers, the servers of our affiliates or the servers of our service providers.	data_management	data management	data_management	
Because DomainTools is located in the United States, Personal Data provided to us will be processed and stored in the United States.	data_management	data management	data_management	
To the extent the parties are permitted under these Terms to initiate litigation in a court, both you and Snap Group Limited agree that all claims and disputes (whether contractual or otherwise) arising out of or relating to the Terms or the use of the Services will be litigated exclusively in the courts of England in the United Kingdom, unless this is prohibited by the laws of the country where you reside.	acceptable_consent	acceptable_consent	acceptable_consent	
Your information collected through the Service may be stored and processed in the United States or any other country in which 23andMe or its subsidiaries, affiliates or service providers maintain facilities and, therefore, your information may be subject to the laws of those other jurisdictions which may be different from the laws of your country of residence.	data_management	data management	data_management	
Your information may, for example, be transferred or transmitted to, or stored and processed in the United States or other countries outside of where you live for the purposes described in this policy.	data_management	data management	data_management	
Informa operates in countries with data protection laws that may provide individuals the right to be able to access and control their information.	acceptable_consent	acceptable_consent	acceptable_consent	
Your information and documents may be transferred to other countries around the world.	data_management	data management	data_management	
The statements regarding these products have not been evaluated by the Food and Drug Administration (“FDA”)	redflag	red-flag	redflag	
You will be sent a 30-day supply about every 30 days thereafter, and you will be charged US$107.99 plus applicable taxes to the same card that you used at the time of your order, until you cancel.	financial_penalties	financial penalties	financial_penalties	
You will also receive a new issue via email of Skin and Grooming eBook every 30 days, and your card will be charge US$4.99 plus applicable taxes.	financial_penalties	financial penalties	financial_penalties	
You can cancel your auto-shipment program and avoid further monthly charges at any time by contacting customer service at 855-449-1745 24 hours a day, 7 days a week.	enrollment	enrollment	enrollment	
If you contact customer service to terminate your trial enrollment within 14 days of the date that you enroll in the Program, you will not receive any additional product and you will not be charged anything else.	acceptable_consent	acceptable_consent	acceptable_consent	
Our customer service representatives may offer you a discounted price or partial refund if you call to cancel your account	refund	refund	refund	
Your Personal Information may be used or stored by Us or Our service providers outside of Canada, unless You have contracted with Us to ensure Your Personal Information is only stored in Canada	non_personnal_information	non personnal information	non_personnal_information	
Accordingly, you agree and accept that some of your personal information may be transferred to jurisdictions other than your Home Jurisdiction.	data_management	data management	data_management	
We will bill you $103.95 USD upon the completion of your 14 days Trial for the initial shipment.	financial_penalties	financial penalties	financial_penalties	
Note, you will be automatically enrolled in our monthly membership program ("Auto ship").	enrollment	enrollment	enrollment	
This membership program ("Auto ship") will continue until you cancel.	enrollment	enrollment	enrollment	
You may cancel your membership at any time by phone at 844-523-1088, Monday-Friday 9AM-7PM Saturday 9AM-3PM Eastern Standard Time or request a call back by email support@lanceeperfector.com.	enrollment	enrollment	enrollment	
I also acknowledge that I understand that by placing my order with L'ANCEE PERFECTOR, I am automatically enrolled in the Sociallity AccessNow health community	enrollment	enrollment	enrollment	
I authorize that the monthly membership dues are charged to the credit or debit card supplied my purchase of L'ANCEE PERFECTOR.	levy_automatic	levy automatic	levy_automatic	
BY USING THIS WEBSITE AND PROVIDING YOUR PERSONAL INFORMATION, YOU EXPRESSLY CONSENT TO RECEIVE A RETURN CALL OR TEXT MESSAGE FROM OUR MARKETING DEPARTMENT, COMPANIES CONTRACTED TO CALL ON BEHALF OF COMPANY OR ITS MARKETING PARTNERS AND AGREE THAT MARKETING MAY CONTACT YOU BY TELEPHONE, EMAIL, TEXT/SMS, OR MAIL INCLUDING THROUGH THE USE OF AN AUTODIALER TO BOTH WIRELESS AND LANDLINE PHONES FOR THE PURPOSE OF FOLLOW UP TO YOUR PURCHASE OR INQUIREY OR PROMOTING VARIOUS OFFERS.	personnal_information	personnal information	personnal_information	
You understand, however, that Our Products have not been evaluated by the Food and Drug Administration, and Our Products are not intended to diagnose, treat, cure or prevent any disease.	redflag	red-flag	redflag	
To register, You must provide your real name, address, phone number, and email address.	personnal_information	personnal information	personnal_information	
As a Buyer, You grant Us permission to charge your credit card, debit card, PayPal account, or bank account for the purchase of the selected tickets.	levy_automatic	levy automatic	levy_automatic	
The information you give us may include your name, address, email address, phone number, date of birth, copies of formal identity documents such as your passport of ID card and credit or debit card details.	personnal_information	personnal information	personnal_information	
(2) you will only have one LinkedIn account, which must be in your real name;	personnal_information	personnal information	personnal_information	
We do not require you to provide or use your real name for the setup of a Steam User Account.	acceptable_consent	acceptable_consent	acceptable_consent	
Use the same name that you use in everyday life	personnal_information	personnal information	personnal_information	
Provide accurate information about yourself.	personnal_information	personnal information	personnal_information	
You are a convicted sex offender.	redflag	red-flag	redflag	
On Quora, you are required to use your real, full name for your account.	personnal_information	personnal information	personnal_information	
You agree to provide us accurate information, including your real name or real name of the entity you represent, when you create your account on the Quora Platform.	personnal_information	personnal information	personnal_information	
You acknowledge and agree that, as part of using the Quora Platform, Your Content may be viewed by the general public.	content_licence	content Licence	content_licence	
By submitting, posting, or displaying Your Content on the Quora Platform, you grant Quora and its affiliated companies a nonexclusive, worldwide, royalty free, fully paid up, transferable, sublicensable (through multiple tiers), license to use, copy, reproduce, process, adapt, modify, create derivative works from, publish, transmit, store, display and distribute, translate, communicate and make available to the public, and otherwise use Your Content in connection with the operation or use of the Quora Platform or the promotion, advertising or marketing of the Quora Platform or our business partners, in any and all media or distribution methods (now known or later developed), including via means of automated distribution, such as through an application programming interface (also known as an “API”).	content_licence	content Licence	content_licence	
When you post or otherwise share User Content on or through our Services, you understand that your User Content and any associated information (such as your [username], location or profile photo) will be visible to the public.	content_licence	content Licence	content_licence	
In addition, 30 days after you place your initial order for L'ANCEE PERFECTOR - Facial Moisturizer and about every 30 days thereafter, we will automatically send you a 30-day supply of L'ANCEE PERFECTOR - Facial Moisturizer as one of our premier members in our wholesale monthly membership program with FREE shipping for $103.95 USD.	financial_penalties	financial penalties	financial_penalties	
There is a $19.95 USD processing and restocking fee per unit you are returning (applies to all unopened products that are returned after the Trial period has ended).	financial_penalties	financial penalties	financial_penalties	
After the free trial period, the subscription price of $10.80 per week (billed fortnightly) will begin.	financial_penalties	financial penalties	financial_penalties	
If You initiate arbitration proceedings, You will be responsible for the initial filing fee, capped at $200.	financial_penalties	financial penalties	financial_penalties	
Learn more about the various fees you may incur here.	unknown_extra_cost	unknown extra cost	unknown_extra_cost	
Cost of additional miles/kms driven, charged at rate in vehicle listing up to $1,000	financial_penalties	financial penalties	financial_penalties	
 Any protection plan you select when booking a vehicle, to the extent offered, will not be available to you until your personal insurance has been exhausted.	unknown_extra_cost	unknown extra cost	unknown_extra_cost	
You agree that in the event damage is reported, Turo may immediately charge you up to the amount stipulated in the protection plan you selected when you booked the vehicle.	levy_automatic	levy automatic	levy_automatic	
In addition, a $500 case administration fee will be imposed on the primary guest if Turo and/or the host has to report a vehicle as stolen to law enforcement due to it not being returned.	financial_penalties	financial penalties	financial_penalties	
Failure to abide by this condition may result in fines, penalties, denial of physical damage claim, removal of the vehicle from the Services, account closure, or other action, in Turo’s sole discretion.	unknown_extra_cost	unknown extra cost	unknown_extra_cost	
When you provide Turo a payment method, you authorize Turo, or third-party service providers acting on Turo’s behalf, to store your payment credential for future use in the event you owe Turo any money.	levy_automatic	levy automatic	levy_automatic	
In such instances, any amounts Upwork is required to collect or withhold for the payment of any such Taxes shall be collected in addition to the fees owed to Upwork under the Terms of Service.	unknown_extra_cost	unknown extra cost	unknown_extra_cost	
If your purchase or use of the Services is subject to any type of use or sales tax, duty or other governmental tax or fee ("Taxes"), then we may charge you for those Taxes.	unknown_extra_cost	unknown extra cost	unknown_extra_cost	
You are responsible for any taxes imposed on any transactions conducted on or in connection with this Site and applicable taxes will be added to the amount charged for the applicable transaction on this Site.	unknown_extra_cost	unknown extra cost	unknown_extra_cost	
